2022-04-01 05:05:01.633 ERROR [queue-executor-handler-4][?:?]:[online#12711120_80064|PUNCMH|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":4}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":4429}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648760701509}},\"lastRefreshTime\":1648760701506},\"del\":{}}","rid":"online#12711120_80064","requestJson":{"index":1,"type":1}}
2022-04-01 10:07:07.719 ERROR [queue-executor-handler-3][?:?]:[online#5837145_20027|亲切de海王|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":6675}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":12}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648778827713}},\"lastRefreshTime\":1648778827709},\"del\":{}}","rid":"online#5837145_20027","requestJson":{"index":1,"type":1}}
2022-04-01 10:08:49.995 ERROR [queue-executor-handler-12][?:?]:[online#23201195_80531|斩铁少年泰伦|65024]{"opCode":65024,"diff":"{\"d\":{\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":937}}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":7}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":584}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648778929991}},\"lastRefreshTime\":1648778929987},\"del\":{}}","rid":"online#23201195_80531","requestJson":{"index":1,"type":1}}
2022-04-01 10:08:56.862 ERROR [queue-executor-handler-2][?:?]:[online#12499894_80050|秃头无敌|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":3306}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":4}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":7967}}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648778936853}},\"lastRefreshTime\":1648778936850},\"del\":{}}","rid":"online#12499894_80050","requestJson":{"index":1,"type":1}}
2022-04-01 10:08:55.911 ERROR [queue-executor-handler-2][?:?]:[online#12499894_80050|秃头无敌|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":3606}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":3}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":7966}}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648778935902}},\"lastRefreshTime\":1648778935899},\"del\":{}}","rid":"online#12499894_80050","requestJson":{"index":1,"type":1}}
2022-04-01 10:08:59.900 ERROR [queue-executor-handler-2][KOSBaseHandler.java:414]:[online#12499894_80050|秃头无敌|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":3006}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":5}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":7970}}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648778939893}},\"lastRefreshTime\":1648778939891},\"del\":{}}","rid":"online#12499894_80050","requestJson":{"index":1,"type":1}}
2022-04-01 10:09:00.704 ERROR [queue-executor-handler-2][?:?]:[online#12499894_80050|秃头无敌|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":2706}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":6}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":7971}}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648778940693}},\"lastRefreshTime\":1648778940690},\"del\":{}}","rid":"online#12499894_80050","requestJson":{"index":1,"type":1}}
2022-04-01 10:09:01.622 ERROR [queue-executor-handler-2][?:?]:[online#12499894_80050|秃头无敌|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":2406}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":7}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":7972}}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648778941613}},\"lastRefreshTime\":1648778941611},\"del\":{}}","rid":"online#12499894_80050","requestJson":{"index":1,"type":1}}
2022-04-01 10:09:02.222 ERROR [queue-executor-handler-2][?:?]:[online#12499894_80050|秃头无敌|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":2106}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":8}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":7973}}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648778942214}},\"lastRefreshTime\":1648778942211},\"del\":{}}","rid":"online#12499894_80050","requestJson":{"index":1,"type":1}}
2022-04-01 10:09:02.700 ERROR [queue-executor-handler-2][?:?]:[online#12499894_80050|秃头无敌|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":1806}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":9}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648778942692}},\"lastRefreshTime\":1648778942690},\"del\":{}}","rid":"online#12499894_80050","requestJson":{"index":1,"type":1}}
2022-04-01 10:09:03.142 ERROR [queue-executor-handler-2][?:?]:[online#12499894_80050|秃头无敌|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":1506}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":10}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648778943134}},\"lastRefreshTime\":1648778943131},\"del\":{}}","rid":"online#12499894_80050","requestJson":{"index":1,"type":1}}
2022-04-01 10:09:03.623 ERROR [queue-executor-handler-2][?:?]:[online#12499894_80050|秃头无敌|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":1206}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":11}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648778943613}},\"lastRefreshTime\":1648778943610},\"del\":{}}","rid":"online#12499894_80050","requestJson":{"index":1,"type":1}}
2022-04-01 10:09:04.162 ERROR [queue-executor-handler-2][?:?]:[online#12499894_80050|秃头无敌|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":906}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":12}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":7975}}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648778944153}},\"lastRefreshTime\":1648778944151},\"del\":{}}","rid":"online#12499894_80050","requestJson":{"index":1,"type":1}}
2022-04-01 10:09:04.704 ERROR [queue-executor-handler-2][?:?]:[online#12499894_80050|秃头无敌|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":606}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":13}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648778944693}},\"lastRefreshTime\":1648778944690},\"del\":{}}","rid":"online#12499894_80050","requestJson":{"index":1,"type":1}}
2022-04-01 10:09:05.221 ERROR [queue-executor-handler-2][?:?]:[online#12499894_80050|秃头无敌|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":306}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":14}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":7976}}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648778945213}},\"lastRefreshTime\":1648778945211},\"del\":{}}","rid":"online#12499894_80050","requestJson":{"index":1,"type":1}}
2022-04-01 10:09:07.039 ERROR [queue-executor-handler-2][?:?]:[online#12499894_80050|秃头无敌|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":6}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":15}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":7977}}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648778947032}},\"lastRefreshTime\":1648778947030},\"del\":{}}","rid":"online#12499894_80050","requestJson":{"index":1,"type":1}}
2022-04-01 10:09:10.869 ERROR [queue-executor-handler-13][?:?]:[online#6470535_80509|N9|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":1497}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":8}}},\"saitama\":{\"taskGroup\":{\"readyTaskType\":{\"3\":1648770408943}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648778950864}},\"lastRefreshTime\":1648778950861},\"del\":{}}","rid":"online#6470535_80509","requestJson":{"index":1,"type":1}}
2022-04-01 10:10:38.758 ERROR [queue-executor-handler-11][?:?]:[online#13388022_80158|最进化神|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":5030}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":5}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":2025}}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648779038748}},\"lastRefreshTime\":1648779038746},\"del\":{}}","rid":"online#13388022_80158","requestJson":{"index":1,"type":1}}
2022-04-01 10:11:15.367 ERROR [queue-executor-handler-10][?:?]:[online#22443324_80507|万龙|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":3}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":933}}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":0}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648779075361}},\"lastRefreshTime\":1648779075360},\"del\":{}}","rid":"online#22443324_80507","requestJson":{"index":1,"type":1}}
2022-04-01 10:12:29.742 ERROR [queue-executor-handler-11][?:?]:[online#9653585_10119|金属队长贝克|65024]{"opCode":65024,"diff":"{\"d\":{\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":2491}}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":2}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":700}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648779149736}},\"lastRefreshTime\":1648779149735},\"del\":{}}","rid":"online#9653585_10119","requestJson":{"index":1,"type":1}}
2022-04-01 10:12:31.612 ERROR [queue-executor-handler-11][?:?]:[online#9653585_10119|金属队长贝克|65024]{"opCode":65024,"diff":"{\"d\":{\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":2493}}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":3}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":400}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648779151606}},\"lastRefreshTime\":1648779151606},\"del\":{}}","rid":"online#9653585_10119","requestJson":{"index":1,"type":1}}
2022-04-01 10:12:32.021 ERROR [queue-executor-handler-11][?:?]:[online#9653585_10119|金属队长贝克|65024]{"opCode":65024,"diff":"{\"d\":{\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":2494}}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":4}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":100}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648779152015}},\"lastRefreshTime\":1648779152015},\"del\":{}}","rid":"online#9653585_10119","requestJson":{"index":1,"type":1}}
2022-04-01 10:13:46.471 ERROR [queue-executor-handler-2][?:?]:[online#23681958_80554|武神丶|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":3}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":43}}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":0}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648779226464}},\"lastRefreshTime\":1648779226463},\"del\":{}}","rid":"online#23681958_80554","requestJson":{"index":1,"type":1}}
2022-04-01 10:13:47.708 ERROR [queue-executor-handler-1][?:?]:[online#23683751_40406|小光头|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":3}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":1389}}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":4562}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648779227699}},\"lastRefreshTime\":1648779227698},\"del\":{}}","rid":"online#23683751_40406","requestJson":{"index":1,"type":1}}
2022-04-01 10:16:02.123 ERROR [queue-executor-handler-9][?:?]:[online#23297036_80537|别来防御装就行|65024]{"opCode":65024,"diff":"{\"d\":{\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":7449}}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":4}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":1650}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648779362118}},\"lastRefreshTime\":1648779362116},\"del\":{}}","rid":"online#23297036_80537","requestJson":{"index":1,"type":1}}
2022-04-01 10:17:44.989 ERROR [queue-executor-handler-13][?:?]:[online#23060045_40386|昭雨浥轻尘|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":5}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":151}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648779464986}},\"lastRefreshTime\":1648779464984},\"del\":{}}","rid":"online#23060045_40386","requestJson":{"index":1,"type":1}}
2022-04-01 10:17:46.935 ERROR [queue-executor-handler-6][?:?]:[online#7562170_80395|新鲜的屁|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":2}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":1012}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648779466930}},\"lastRefreshTime\":1648779466929},\"del\":{}}","rid":"online#7562170_80395","requestJson":{"index":1,"type":1}}
2022-04-01 10:19:11.054 ERROR [queue-executor-handler-13][?:?]:[online#23098153_80547|小范我爱你|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":10033}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":3}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":125}}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648779551044}},\"lastRefreshTime\":1648779551044},\"del\":{}}","rid":"online#23098153_80547","requestJson":{"index":1,"type":1}}
2022-04-01 10:19:08.413 ERROR [queue-executor-handler-7][?:?]:[online#23259863_80534|早见沙织|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":5135}}},\"realPvp\":{\"draw\":{\"1030\":{\"diamond\":0,\"dataId\":\"\",\"sumTimes\":1}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":1077}}}},\"saitama\":{\"taskGroup\":{\"readyTaskType\":{\"1\":1648778350035}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648779548409}},\"lastRefreshTime\":1648779548407},\"del\":{}}","rid":"online#23259863_80534","requestJson":{"index":1,"type":1}}
2022-04-01 10:19:48.628 ERROR [queue-executor-handler-16][?:?]:[online#23076319_80538|2022315|65024]{"opCode":65024,"diff":"{\"d\":{\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":765}}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":9}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":800}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648779588624}},\"lastRefreshTime\":1648779588623},\"del\":{}}","rid":"online#23076319_80538","requestJson":{"index":1,"type":1}}
2022-04-01 10:19:50.179 ERROR [queue-executor-handler-16][?:?]:[online#23076319_80538|2022315|65024]{"opCode":65024,"diff":"{\"d\":{\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":766}}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":10}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":500}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648779590175}},\"lastRefreshTime\":1648779590174},\"del\":{}}","rid":"online#23076319_80538","requestJson":{"index":1,"type":1}}
2022-04-01 10:20:32.122 ERROR [queue-executor-handler-2][?:?]:[online#9416049_80551|进击的最强白菜|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":3}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":2032}}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":1123}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648779632111}},\"lastRefreshTime\":1648779632110},\"del\":{}}","rid":"online#9416049_80551","requestJson":{"index":1,"type":1}}
2022-04-01 10:20:30.222 ERROR [queue-executor-handler-2][?:?]:[online#9416049_80551|进击的最强白菜|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":2}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":2030}}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":1423}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648779630214}},\"lastRefreshTime\":1648779630213},\"del\":{}}","rid":"online#9416049_80551","requestJson":{"index":1,"type":1}}
2022-04-01 10:20:33.349 ERROR [queue-executor-handler-2][?:?]:[online#9416049_80551|进击的最强白菜|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":5}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":523}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648779633342}},\"lastRefreshTime\":1648779633341},\"del\":{}}","rid":"online#9416049_80551","requestJson":{"index":1,"type":1}}
2022-04-01 10:20:32.851 ERROR [queue-executor-handler-2][?:?]:[online#9416049_80551|进击的最强白菜|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":4}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":2033}}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":823}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648779632843}},\"lastRefreshTime\":1648779632842},\"del\":{}}","rid":"online#9416049_80551","requestJson":{"index":1,"type":1}}
2022-04-01 10:20:42.424 ERROR [queue-executor-handler-2][?:?]:[online#9416049_80551|进击的最强白菜|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":6}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":2043}}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":223}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648779642415}},\"lastRefreshTime\":1648779642414},\"del\":{}}","rid":"online#9416049_80551","requestJson":{"index":1,"type":1}}
2022-04-01 10:20:51.307 ERROR [queue-executor-handler-15][?:?]:[online#5256408_10058|蓝色沙发海|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":4249}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":4}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648779651297}},\"lastRefreshTime\":1648779651294},\"del\":{}}","rid":"online#5256408_10058","requestJson":{"index":1,"type":1}}
2022-04-01 10:21:01.911 ERROR [queue-executor-handler-9][KOSBaseHandler.java:414]:[online#14294247_80155|微笑超人贝奇|65024]{"opCode":65024,"diff":"{\"d\":{\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":357}}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":13}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":630}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648779661903}},\"lastRefreshTime\":1648779661903},\"del\":{}}","rid":"online#14294247_80155","requestJson":{"index":1,"type":1}}
2022-04-01 10:21:12.569 ERROR [queue-executor-handler-10][?:?]:[online#13433206_80290|菠萝之力|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":2}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":1102}}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":1790}}},\"saitama\":{\"taskGroup\":{\"readyTaskType\":{\"1\":1648450852625,\"2\":1648447252625,\"3\":1648458052625,\"4\":1648465252625}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648779672561}},\"lastRefreshTime\":1648779672561},\"del\":{}}","rid":"online#13433206_80290","requestJson":{"index":1,"type":1}}
2022-04-01 10:21:18.122 ERROR [queue-executor-handler-10][?:?]:[online#13433206_80290|菠萝之力|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":3}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":1107}}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":1490}}},\"saitama\":{\"taskGroup\":{\"readyTaskType\":{\"1\":1648450852625,\"2\":1648447252625,\"3\":1648458052625,\"4\":1648465252625}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648779678114}},\"lastRefreshTime\":1648779678114},\"del\":{}}","rid":"online#13433206_80290","requestJson":{"index":1,"type":1}}
2022-04-01 10:21:22.079 ERROR [queue-executor-handler-10][?:?]:[online#13433206_80290|菠萝之力|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":4}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":1111}}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":1190}}},\"saitama\":{\"taskGroup\":{\"readyTaskType\":{\"1\":1648450852625,\"2\":1648447252625,\"3\":1648458052625,\"4\":1648465252625}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648779682072}},\"lastRefreshTime\":1648779682071},\"del\":{}}","rid":"online#13433206_80290","requestJson":{"index":1,"type":1}}
2022-04-01 10:21:17.751 ERROR [queue-executor-handler-9][?:?]:[online#14294247_80155|微笑超人贝奇|65024]{"opCode":65024,"diff":"{\"d\":{\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":373}}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":15}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":370}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648779677740}},\"lastRefreshTime\":1648779677740},\"del\":{}}","rid":"online#14294247_80155","requestJson":{"index":1,"type":1}}
2022-04-01 10:21:18.781 ERROR [queue-executor-handler-9][?:?]:[online#14294247_80155|微笑超人贝奇|65024]{"opCode":65024,"diff":"{\"d\":{\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":374}}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":16}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":70}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648779678771}},\"lastRefreshTime\":1648779678770},\"del\":{}}","rid":"online#14294247_80155","requestJson":{"index":1,"type":1}}
2022-04-01 10:21:26.705 ERROR [queue-executor-handler-10][?:?]:[online#13433206_80290|菠萝之力|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":5}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":1116}}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":890}}},\"saitama\":{\"taskGroup\":{\"readyTaskType\":{\"1\":1648450852625,\"2\":1648447252625,\"3\":1648458052625,\"4\":1648465252625}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648779686696}},\"lastRefreshTime\":1648779686695},\"del\":{}}","rid":"online#13433206_80290","requestJson":{"index":1,"type":1}}
2022-04-01 10:21:29.007 ERROR [queue-executor-handler-10][?:?]:[online#13433206_80290|菠萝之力|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":6}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":1118}}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":590}}},\"saitama\":{\"taskGroup\":{\"readyTaskType\":{\"1\":1648450852625,\"2\":1648447252625,\"3\":1648458052625,\"4\":1648465252625}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648779689000}},\"lastRefreshTime\":1648779688999},\"del\":{}}","rid":"online#13433206_80290","requestJson":{"index":1,"type":1}}
2022-04-01 10:21:29.460 ERROR [queue-executor-handler-10][KOSBaseHandler.java:414]:[online#13433206_80290|菠萝之力|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":7}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":1119}}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":290}}},\"saitama\":{\"taskGroup\":{\"readyTaskType\":{\"1\":1648450852625,\"2\":1648447252625,\"3\":1648458052625,\"4\":1648465252625}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648779689454}},\"lastRefreshTime\":1648779689453},\"del\":{}}","rid":"online#13433206_80290","requestJson":{"index":1,"type":1}}
2022-04-01 10:21:40.548 ERROR [queue-executor-handler-7][?:?]:[online#5624338_40037|呆呆萌鼠|65024]{"opCode":65024,"diff":"{\"d\":{\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":1016}}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":2}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":646}}},\"saitama\":{\"taskGroup\":{\"readyTaskType\":{\"1\":1648721654604,\"2\":1648750454604,\"3\":1648714454604,\"4\":1648728854604}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648779700541}},\"lastRefreshTime\":1648779700539},\"del\":{}}","rid":"online#5624338_40037","requestJson":{"index":1,"type":1}}
